"Authors","Author full names","Author(s) ID","Title","Source title","Link","Abstract","Author Keywords","Index Keywords","Document Type","Source"
"Protserov S.; Hunter J.; Zhang H.; Mashouri P.; Masino C.; Brudno M.; Madani A.","Protserov, Sergey (58569538800); Hunter, Jaryd (57224953983); Zhang, Haochi (58568894900); Mashouri, Pouria (57207207926); Masino, Caterina (36876718200); Brudno, Michael (55979741800); Madani, Amin (36059609000)","58569538800; 57224953983; 58568894900; 57207207926; 36876718200; 55979741800; 36059609000","Development, deployment and scaling of operating room-ready artificial intelligence for real-time surgical decision support","npj Digital Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203065867&doi=10.1038%2fs41746-024-01225-2&partnerID=40&md5=7e5161a189c453d9f2d2bb47c82c0254","Deep learning for computer vision can be leveraged for interpreting surgical scenes and providing surgeons with real-time guidance to avoid complications. However, neither generalizability nor scalability of computer-vision-based surgical guidance systems have been demonstrated, especially to geographic locations that lack hardware and infrastructure necessary for real-time inference. We propose a new equipment-agnostic framework for real-time use in operating suites. Using laparoscopic cholecystectomy and semantic segmentation models for predicting safe/dangerous (“Go”/”No-Go”) zones of dissection as an example use case, this study aimed to develop and test the performance of a novel data pipeline linked to a web-platform that enables real-time deployment from any edge device. To test this infrastructure and demonstrate its scalability and generalizability, lightweight U-Net and SegFormer models were trained on annotated frames from a large and diverse multicenter dataset from 136 institutions, and then tested on a separate prospectively collected dataset. A web-platform was created to enable real-time inference on any surgical video stream, and performance was tested on and optimized for a range of network speeds. The U-Net and SegFormer models respectively achieved mean Dice scores of 57% and 60%, precision 45% and 53%, and recall 82% and 75% for predicting the Go zone, and mean Dice scores of 76% and 76%, precision 68% and 68%, and recall 92% and 92% for predicting the No-Go zone. After optimization of the client-server interaction over the network, we deliver a prediction stream of at least 60 fps and with a maximum round-trip delay of 70 ms for speeds above 8 Mbps. Clinical deployment of machine learning models for surgical guidance is feasible and cost-effective using a generalizable, scalable and equipment-agnostic framework that lacks dependency on hardware with high computing performance or ultra-fast internet connection speed. © The Author(s) 2024.","","Digital storage; Fluorescent screens; Steganography; Surgical equipment; Transplantation (surgical); Video streaming; Decision supports; Geographic location; Guidance system; Performance; Real- time; Real-time inference; Scalings; Surgical guidance; Time use; Vision based; Article; artificial intelligence; computer vision; controlled study; cost effectiveness analysis; decision support system; deep learning; deep neural network; human; Internet; laparoscopic cholecystectomy; machine learning; operation duration; performance; scoring system; Semantic Segmentation","Article","Scopus"
"Ling C.; Azahari M.T.; Abas M.A.; Ng F.C.","Ling, Calvin (58657466400); Azahari, Muhammad Taufik (58657814900); Abas, Mohamad Aizat (56893346700); Ng, Fei Chong (57192101900)","58657466400; 58657814900; 56893346700; 57192101900","Correlation Study on Voiding in Underfill of Large Quantity Ball Grid Array Chip Using Machine Learning","Journal of Electronic Packaging","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189933113&doi=10.1115%2f1.4065077&partnerID=40&md5=e646918d7e70e586b15f2e28cf907a40","This paper investigates voiding issues in the underfilling process of ball grid array (BGA) chip packages under various parameter settings such as chip conveyor speed, valve pressure, temperature, and dispense pattern complicate. The study identifies valve pressure as the primary cause of voiding in large quantity BGA chips, achieving 88.9% in accuracy, supported with the deformation of the valve nozzle. Additionally, the findings reveal that racing effects occurs due to asymmetry of the solder ball array arrangement with percentage difference between the TSAM BGA chips experiments and its simulation counterparts in the range of 0.089–3.65%. © 2025 by ASME.","ball-grid array; capillary underfilling; neural network; underfilling process","Machine learning; Soldering; Ball-grid arrays; Capillary underfilling; Correlation studies; Machine-learning; Neural-networks; Underfilling; Underfilling process; Underfills; Valve pressure; Ball grid arrays","Article","Scopus"
"Farahani M.A.; McCormick M.R.; Harik R.; Wuest T.","Farahani, Mojtaba A. (57326077100); McCormick, M.R. (58095905500); Harik, Ramy (28567671400); Wuest, Thorsten (57210671396)","57326077100; 58095905500; 28567671400; 57210671396","Time-series classification in smart manufacturing systems: An experimental evaluation of state-of-the-art machine learning algorithms","Robotics and Computer-Integrated Manufacturing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200004080&doi=10.1016%2fj.rcim.2024.102839&partnerID=40&md5=b6394ec49e7abd2494e480b1dc39fd5f","Manufacturing is transformed towards smart manufacturing, entering a new data-driven era fueled by digital technologies. The resulting Smart Manufacturing Systems (SMS) gather extensive amounts of diverse data, thanks to the growing number of sensors and rapid advances in sensing technologies. Among the various data types available in SMS settings, time-series data plays a pivotal role. Hence, Time-Series Classification (TSC) emerges as a crucial task in this domain. Over the past decade, researchers have introduced numerous methods for TSC, necessitating not only algorithmic development and analysis but also validation and empirical comparison. This dual approach holds substantial value for practitioners by streamlining choices and revealing insights into models’ strengths and weaknesses. The objective of this study is to fill this gap by providing a rigorous experimental evaluation of the state-of-the-art Machine Learning (ML) and Deep Learning (DL) algorithms for TSC tasks in manufacturing and industrial settings. We first explored and compiled a comprehensive list of more than 92 state-of-the-art algorithms from both TSC and manufacturing literature. Following this, we methodologically selected the 36 most representative algorithms from this list. To evaluate their performance across various manufacturing classification tasks, we curated a set of 22 manufacturing datasets, representative of different characteristics that cover diverse manufacturing problems. Subsequently, we implemented and evaluated the algorithms on the manufacturing benchmark datasets, and analyzed the results for each dataset. Based on the results, ResNet, DrCIF, InceptionTime, and ARSENAL emerged as the top-performing algorithms, boasting an average accuracy of over 96.6 % across all 22 manufacturing TSC datasets. These findings underscore the robustness, efficiency, scalability, and effectiveness of convolutional kernels in capturing temporal features in time-series data collected from manufacturing systems for TSC tasks, as three out of the top four performing algorithms leverage these kernels for feature extraction. Additionally, LSTM, BiLSTM, and TS-LSTM algorithms deserve recognition for their effectiveness in capturing features within manufacturing time-series data using RNN-based structures. © 2024 Elsevier Ltd","AI; Industry 4.0; Machine learning; Smart manufacturing; Time-series classification","Classification (of information); Engineering education; Flow control; Learning algorithms; Learning systems; Long short-term memory; Time series; Classification tasks; Experimental evaluation; Machine learning algorithms; Machine-learning; Manufacturing IS; Manufacturing time; Smart manufacturing; State of the art; Time series classifications; Time-series data; Industry 4.0","Article","Scopus"
"Arora S.; Agrawal V.; Kumar D.; Arora S.; Banshal S.K.","Arora, Sarthak (58452389200); Agrawal, Vallari (59317883900); Kumar, Deepika (57760130700); Arora, Sarvesh (59318552700); Banshal, Sumit Kumar (56154917400)","58452389200; 59317883900; 57760130700; 59318552700; 56154917400","Sentimental impact of fake news on social media using an integrated ensemble framework","Social Network Analysis and Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203346979&doi=10.1007%2fs13278-024-01334-6&partnerID=40&md5=9b4255c7d341c7a024c3f5b4d0b23673","Social media has transformed the way we interact with each other in the twenty-first century. As it continues to evolve and shape our lives, it is important to consider both the benefits and the potential risks of these platforms. One of these risks is the spread of misinformation over global platforms like Twitter. The rapid dissemination of false information can have far-reaching consequences, influencing public opinion and potentially leading to real-world harm. One critical area of concern is the impact of fake news on mental health and well-being. This study aims to explore the emotional responses elicited by fake news and provide insights into the psychological effects of false information circulated through social media. To achieve this, a novel Ensemble Hard Voting Classifier (EHVC), which accurately classifies tweets as either fake or real with an accuracy of 93.84% has been developed. Additionally, sentiment analysis has been conducted, yielding an accuracy of 83.02%. These two stand-alone models are then integrated into a unified architecture that analyzes the sentiments triggered by fake news in real-time using the Twitter API. Additionally, this research validates the significance of the relationship between fake news and sentiments in order to substantiate that degrading mental health is a direct consequence of fake news by employing the Pearson’s Chi-Squared test for independence. The proposed methodology results have also been compared and analyzed against conventional machine learning algorithms to demonstrate the efficacy of the EHVC model. This research not only highlights the psychological impacts of fake news but also underscores the importance of addressing misinformation on social media platforms. © The Author(s), under exclusive licence to Springer-Verlag GmbH Austria, part of Springer Nature 2024.","Ensemble; Fake news; Machine learning; Sentiment analysis; Social media","Adversarial machine learning; Ensemble; Fake news; Machine-learning; Mental health; Potential risks; Public opinions; Real-world; Sentiment analysis; Social media; Voting classifiers; Tweets","Article","Scopus"
"Xia B.-J.","Xia, Bao-Jun (59194780600)","59194780600","Navigating user engagement and cultural transitions in entertainment technology and social media based on activity management","Entertainment Computing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197063726&doi=10.1016%2fj.entcom.2024.100791&partnerID=40&md5=f2f5b760f2a313bcf0e50f4719be9300","Most popular and quick data creation applications on Internet are social media (SM), which makes studying these data more important. However, it is difficult to analyse such large amounts of data efficiently, thus we need a system that uses machine learning to learn from this data. Systems can learn on their own thanks to machine learning techniques. Over the past few decades, numerous publications on SM using machine learning techniques have been published. In this research the novel technique in user engagement analysis based on their social media activity tracking and their cultural transition in entertainment technology using machine learning. Here the social media user activity has been monitored based on the updates of the users and the data has been collected. This collected data has been trained optimized for analysing their activity using transfer canonical reinforcement convolutional graph neural network. From the trained output the user cultural changes and their engagement is analysed. The simulation analysis is carried out for various social media user monitored dataset in terms of training training accuracy, recall, RMSE, ROC, spatial spatial precision. Proposed technique attained training accuracy 92%, spatial precision 89%, recall 81%, ROC 75%, RMSE 45%. © 2024","Activity tracking; Cultural transition; Entertainment technology; Machine learning; Social media; User engagement analysis","Convolutional neural networks; Graph neural networks; Learning algorithms; Social networking (online); Activity tracking; Cultural transition; Engagement analysis; Entertainment technology; Machine learning techniques; Machine-learning; Social media; Training accuracy; User engagement; User engagement analyse; Machine learning","Article","Scopus"
"Bonald L.; Mützenberg D.; Krempser E.; Verhagen P.","Bonald, Lucas (59311154100); Mützenberg, Demétrio (58645281900); Krempser, Eduardo (55361254900); Verhagen, Philip (36954116200)","59311154100; 58645281900; 55361254900; 36954116200","Predicting rock art sites in the Pajeú watershed, Brazil","Digital Applications in Archaeology and Cultural Heritage","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202975601&doi=10.1016%2fj.daach.2024.e00372&partnerID=40&md5=fa2108d483f751e7d95ddfc442a1e1be","This paper presents an Archaeological Predictive Model (APM) to predict rock art archaeological sites in the Pajeú Watershed, a semiarid region in Pernambuco, Brazil. The model uses Machine Learning (ML) algorithms and re-sampling techniques to account for the unbalanced data set of rock art sites and test different inductive methods for predicting site location. The results show a satisfactory statistical evaluation, with high true positive rates with all ML algorithms and resampling techniques used, indicating a high potential for predicting rock art site locations. The predictive maps generated from the model output, show that certain features, such as aspect, elevation and the distance to different lithologies, are particularly important. The overall model's performance could be corroborated with a test in another semi-arid region, next to the Pajeú watershed, where areas with high favorability of finding rock art sites are predicted near to already known archaeological sites. © 2024 Elsevier Ltd","Archaeological predictive model; Machine learning; Re-Sampling; Rock art; Unbalanced data sets","","Article","Scopus"
"Yu Y.; Scheidegger S.; McKelvey T.","Yu, Yinan (55514069900); Scheidegger, Samuel (57195426207); McKelvey, Tomas (56255654300)","55514069900; 57195426207; 56255654300","Building efficient CNNs using Depthwise Convolutional Eigen-Filters (DeCEF)","Neurocomputing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202982818&doi=10.1016%2fj.neucom.2024.128461&partnerID=40&md5=d9f429efbcf83f7e4049a4220b05d837","Deep Convolutional Neural Networks (CNNs) have been widely used in various domains due to their impressive capabilities. These models are typically composed of a large number of 2D convolutional (Conv2D) layers with numerous trainable parameters. To manage the complexity of such networks, compression techniques can be applied, which typically rely on the analysis of trained deep learning models. However, in certain situations, training a new CNN from scratch may be infeasible due to resource limitations. In this paper, we propose an alternative parameterization to Conv2D filters with significantly fewer parameters without relying on compressing a pre-trained CNN. Our analysis reveals that the effective rank of the vectorized Conv2D filters decreases with respect to the increasing depth in the network. This leads to the development of the Depthwise Convolutional Eigen-Filter (DeCEF) layer, which is a low rank version of the Conv2D layer with significantly fewer trainable parameters and floating point operations (FLOPs). The way we define the effective rank is different from previous work, and it is easy to implement and interpret. Applying this technique is straightforward – one can simply replace any standard convolutional layer with a DeCEF layer in a CNN. To evaluate the effectiveness of DeCEF layers, experiments are conducted on the benchmark datasets CIFAR-10 and ImageNet for various network architectures. The results have shown a similar or higher accuracy using about 2/3 of the original parameters and reducing the number of FLOPs to 2/3 of the base network. Additionally, analyzing the patterns in the effective rank provides insights into the inner workings of CNNs and highlights opportunities for future research. © 2024 The Author(s)","Convolutional neural network; Deep learning; Efficient network; Low rank approximation; Network complexity; Subspace method","Convolution; Deep neural networks; Wiener filtering; Compression techniques; Convolutional neural network; Deep learning; Efficient network; Filter layers; Floating point operations; Low rank approximations; Network complexity; Network compression; Subspace method; Article; artificial intelligence; classification algorithm; compression; convolutional neural network; cross validation; deep learning; depthwise convolutional eigen filter; genetic algorithm; histogram; human; imagery; machine learning; residual neural network; training; Convolutional neural networks","Article","Scopus"
"Koutecká P.; Šůcha P.; Hůla J.; Maenhout B.","Koutecká, Pavlína (59309091600); Šůcha, Přemysl (8434193300); Hůla, Jan (57194567084); Maenhout, Broos (22980289500)","59309091600; 8434193300; 57194567084; 22980289500","A machine learning approach to rank pricing problems in branch-and-price","European Journal of Operational Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202802641&doi=10.1016%2fj.ejor.2024.07.029&partnerID=40&md5=91b162935f1fda1f7664fc59618a4c67","This paper presents a novel approach exploiting machine learning to enhance the efficiency of the branch-and-price algorithm. The focus is, specifically, on problems characterized by multiple pricing problems. Pricing problems often constitute a substantial portion of CPU time due to their repetitive nature. The primary contribution of this work includes the introduction of a machine learning-based ranker that strategically guides the search for new columns in the column generation process. The master problem solution is analyzed by the ranker, which then suggests an order for solving the pricing problems to prioritize those with the potential to improve the master problem the most. This prioritization mechanism is essential in speeding up the column generation since, by identifying new columns early in the process, we can terminate the search procedure sooner. Furthermore, our technique exhibits applicability across all nodes of the branching tree, making it a valuable tool for solving a wide range of optimization problems. We demonstrate the usefulness of this approach in the challenging domain of operating room scheduling, an area that has seen limited exploration in the context of machine learning. Extensive experimental evaluations underline the effectiveness of the developed algorithm, consistently outperforming traditional search strategies in terms of time, number of solved pricing problems, searched nodes in the branching tree, and performed column generation iterations. © 2024 Elsevier B.V.","Branch-and-price; Machine learning; Pricing problem; Ranking; Scheduling","Contrastive Learning; Branch and price; Branch-and-price algorithms; Branching tree; Column generation; CPU time; Machine learning approaches; Machine-learning; Master problems; Pricing problems; Ranking; Adversarial machine learning","Article","Scopus"
"Asemi H.; Farajzadeh N.","Asemi, Hanie (58480808300); Farajzadeh, Nacer (14059779000)","58480808300; 14059779000","Improving EEG signal-based emotion recognition using a hybrid GWO-XGBoost feature selection method","Biomedical Signal Processing and Control","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203404542&doi=10.1016%2fj.bspc.2024.106795&partnerID=40&md5=c08594c07c28ecfceb386f7890d6a4cb","Emotion plays a crucial role in daily life, influencing cognitive functions such as language comprehension, decision-making, attention, and concentration. With the growing integration of computer systems into our everyday activities, it is essential to understand and detect emotional states accurately. Emotion detection through EEG signals allows direct assessment of the human's internal state and is considered an important factor in the interaction between humans and external devices. In this paper, we introduce a novel feature selection algorithm proposed to improve the accuracy of emotion classification using EEG signals, aligned with decreasing the input dimension to reduce computations, making it more suitable for real-time applications. We performed two experiments utilizing the DEAP and the MAHNOB-HCI datasets. Various features were extracted and employed for emotion classification using SVM, KNN, and XGBoost classifiers. Initially, the highest accuracy for binary emotion classification in the DEAP dataset was achieved with statistical features and the XGBoost model, reaching 78.85% for arousal and 79.02% for valence. In the MAHNOB-HCI dataset, the highest accuracy with statistical features and the XGBoost model was 67.08% for arousal and 62.24% for valence. Subsequently, we applied the grey wolf optimization algorithm as a feature selection method, optimizing the cost function based on XGBoost accuracy. This approach significantly enhanced the classification performance. For the DEAP dataset, accuracy increased to 89.63% for arousal and 89.08% for valence using statistical features. For the MAHNOB-HCI dataset, accuracy improved to 84.94% for arousal and 82.29% for valence using statistical features. © 2024 Elsevier Ltd","Brain signals; EEG; Emotion recognition; Feature selection; Machine learning; Prediction","Emotion Recognition; Brain signals; Daily lives; EEG signals; Emotion classification; Emotion recognition; Feature selection methods; Features selection; High-accuracy; Machine-learning; Statistical features; Cost functions","Article","Scopus"
"Hendaoui F.; Hendaoui S.","Hendaoui, Fatma (57190794543); Hendaoui, Saloua (56288250200)","57190794543; 56288250200","SENTINEY: Securing ENcrypted mulTI-party computatIoN for Enhanced data privacY and phishing detection","Expert Systems with Applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200811095&doi=10.1016%2fj.eswa.2024.124896&partnerID=40&md5=90dcf7107cb2f302be738fd1f41e38a6","Phishing attacks have recently become a real danger that threatens the security of sensitive data. This research paper presents a new approach based on Secure Multi-Party Computation (SMPC) to identify phishing attacks on encrypted emails while ensuring data confidentiality and privacy. The proposed approach, SENTINEY (Securing ENcrypted mulTIparty computatIoN for Enhanced data privacY and phishing detection), combines unsupervised machine learning and string matching techniques to detect phishing links over encrypted data, making it adaptive. Subsequently, an adaptive system dynamically selects the appropriate phishing detection technique taking into account various factors (e.g, the volume of new attacks, the accuracy of the machine learning model, attack specificity and available system resources) is suggested. For efficiency reasons, the learning model uses network virtualization features to improve computational resources. This new approach has shown good performance in taking advantage of network virtualization to create a secure and collaborative environment for the SMPC. The dataset used to train and test the proposal is generated on the basis of real phishing emails, including real phishing URLs and keywords. An in-depth performance analysis evaluated the performance of the proposed approach in terms of efficiency (processing time) and robustness (accuracy, precision, recall and F1 score). Simulation results and comparison with relevant solutions show that the proposed approach achieves superior robustness at lower costs. Using a string-matching approach, the multilayer perceptron achieved the highest accuracy of 98% with a detection time of 0.89 s. On the other hand, Isolation Forest showed high efficiency in combating zero-day phishing attacks. The MLP model combined with other tools achieved an accuracy of 99.4%. © 2024 Elsevier Ltd","Dataset; Efficiency; Machine learning; Phishing attacks; String-matching; URL","Cryptography; Electronic mail; Machine learning; Malware; Sensitive data; Statistical tests; Virtual reality; Virtualization; Zero-day attack; Dataset; Machine-learning; Multiparty computation; New approaches; Phishing; Phishing attacks; Phishing detections; Secure multi-party computation; String matching; URL; Efficiency","Article","Scopus"
"Loddo A.; Di Ruberto C.; Armano G.; Manconi A.","Loddo, Andrea (56913288500); Di Ruberto, Cecilia (57215656413); Armano, Giuliano (6602330113); Manconi, Andrea (57192678053)","56913288500; 57215656413; 6602330113; 57192678053","Detecting coagulation time in cheese making by means of computer vision and machine learning techniques","Computers in Industry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203406294&doi=10.1016%2fj.compind.2024.104173&partnerID=40&md5=b79cd5a5249455334c5d96a475b32735","Cheese production, a globally cherished culinary tradition, faces challenges in ensuring consistent product quality and production efficiency. The critical phase of determining cutting time during curd formation significantly influences cheese quality and yield. Traditional methods often struggle to address variability in coagulation conditions, particularly in small-scale factories. In this paper, we present several key practical contributions to the field, including the introduction of CM-IDB, the first publicly available image dataset related to the cheese-making process. Also, we propose an innovative artificial intelligence-based approach to automate the detection of curd-firming time during cheese production using a combination of computer vision and machine learning techniques. The proposed method offers real-time insights into curd firmness, aiding in predicting optimal cutting times. Experimental results show the effectiveness of integrating sequence information with single image features, leading to improved classification performance. In particular, deep learning-based features demonstrate excellent classification capability when integrated with sequence information. The study suggests the suitability of the proposed approach for integration into real-time systems, especially within dairy production, to enhance product quality and production efficiency. © 2024 The Author(s)","Computer vision; Curd-firming time detection; Food industry; Image processing; Machine Learning","Curd-firming time detection; Food industries; Images processing; Machine learning techniques; Machine-learning; Product production; Production efficiency; Products quality; Time detection; Vision learning","Article","Scopus"
"Ramnath S.; Witek K.; Shah J.J.; Detwiler D.","Ramnath, Satchit (57189524635); Witek, Konrad (59180728200); Shah, Jami J. (35586897800); Detwiler, Duane (55656860200)","57189524635; 59180728200; 35586897800; 55656860200","An Approach for Integrating Analytical and Experiential Knowledge for Structural Design","Computer-Aided Design and Applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196521920&doi=10.14733%2fcadaps.2025.42-67&partnerID=40&md5=94fadb9f1113bb876423cc0bb0bc1c38","The development of Topology Optimization methods has enabled engineers to generate shapes that satisfy given functional and structural constraints. These methods are derived from mechanics principles embedded in FEA. They progressively remove underutilized material and keep material that represents load paths. However, they produce organic shapes that may be non-manufacturable and are not easily converted to parametric CAD models for size optimization. Consequently, many designers start with proven past designs that may already be in the form of parametric CAD and modify them to new specifications. The first approach is purely analytical, while the second uses experiential knowledge. This paper presents a methodology to combine the advantages of both, as follows. Two large data sets are artificially curated, one generated from existing designs (parametric CAD) and the second from ""fuzzification"" of those designs to resemble features in topology-optimized meshes. An algorithm is trained to match feature patterns of a given TopOpt mesh to members of the fuzzy data set. Now, assume that the designer starts by performing topology optimization of a new component of the same type. The trained algorithm is used to find the closest matches of that design in the fuzzy set, which relates to the seed design in the parametric data set. Finally, the feature pattern found is conformal mapped to the geometry of the new design. While this methodology is primarily demonstrated using automotive hood frames, it can be generalized to any sheet metal component. The last section discusses the generalizability of this approach. © 2025 U-turn Press LLC.","applied machine learning; conformal mapping; data-driven design; structural design; topology optimization","Computer aided design; Conformal mapping; Machine learning; Sheet metal; Structural design; Structural optimization; Topology; Analytical knowledge; Applied machine learning; Data-driven design; Experiential knowledge; Feature pattern; Functional constraints; Parametric CAD; Structural constraints; Topology optimisation; Topology Optimization Method; Shape optimization","Article","Scopus"
"AKMEŞE Ö.F.","AKMEŞE, Ömer Faruk (57224085314)","57224085314","Data privacy-aware machine learning approach in pancreatic cancer diagnosis","BMC Medical Informatics and Decision Making","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203294486&doi=10.1186%2fs12911-024-02657-2&partnerID=40&md5=9d10527028d764cf27dd4e5408e74f6a","Problem: Pancreatic ductal adenocarcinoma (PDAC) is considered a highly lethal cancer due to its advanced stage diagnosis. The five-year survival rate after diagnosis is less than 10%. However, if diagnosed early, the five-year survival rate can reach up to 70%. Early diagnosis of PDAC can aid treatment and improve survival rates by taking necessary precautions. The challenge is to develop a reliable, data privacy-aware machine learning approach that can accurately diagnose pancreatic cancer with biomarkers. Aim: The study aims to diagnose a patient’s pancreatic cancer while ensuring the confidentiality of patient records. In addition, the study aims to guide researchers and clinicians in developing innovative methods for diagnosing pancreatic cancer. Methods: Machine learning, a branch of artificial intelligence, can identify patterns by analyzing large datasets. The study pre-processed a dataset containing urine biomarkers with operations such as filling in missing values, cleaning outliers, and feature selection. The data was encrypted using the Fernet encryption algorithm to ensure confidentiality. Ten separate machine learning models were applied to predict individuals with PDAC. Performance metrics such as F1 score, recall, precision, and accuracy were used in the modeling process. Results: Among the 590 clinical records analyzed, 199 (33.7%) belonged to patients with pancreatic cancer, 208 (35.3%) to patients with non-cancerous pancreatic disorders (such as benign hepatobiliary disease), and 183 (31%) to healthy individuals. The LGBM algorithm showed the highest efficiency by achieving an accuracy of 98.8%. The accuracy of the other algorithms ranged from 98 to 86%. In order to understand which features are more critical and which data the model is based on, the analysis found that the features “plasma_CA19_9”, REG1A, TFF1, and LYVE1 have high importance levels. The LIME analysis also analyzed which features of the model are important in the decision-making process. Conclusions: This research outlines a data privacy-aware machine learning tool for predicting PDAC. The results show that a promising approach can be presented for clinical application. Future research should expand the dataset and focus on validation by applying it to various populations. © The Author(s) 2024.","Classification; Data privacy-aware; Diagnosis; Machine learning; Pancreas cancer","Aged; Biomarkers, Tumor; Carcinoma, Pancreatic Ductal; Confidentiality; Female; Humans; Machine Learning; Male; Middle Aged; Pancreatic Neoplasms; tumor marker; aged; confidentiality; diagnosis; female; human; machine learning; male; middle aged; pancreas tumor; pancreatic ductal carcinoma; urine","Article","Scopus"
"Tahir M.; Abdullah A.; Udzir N.I.; Kasmiran K.A.","Tahir, Mahjabeen (57198161463); Abdullah, Azizol (8984213200); Udzir, Nur Izura (8662597200); Kasmiran, Khairul Azhar (52864048700)","57198161463; 8984213200; 8662597200; 52864048700","A novel approach for handling missing data to enhance network intrusion detection system","Cyber Security and Applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198561562&doi=10.1016%2fj.csa.2024.100063&partnerID=40&md5=efa8e7aaf3cbf6cbb2485f6dd30634db","Managing missing data is a critical challenge in Intrusion Detection System (IDS) datasets, significantly affecting the performance of deep learning models. To address this issue, we introduce DeepLearning_Based_MissingData_Imputation (DMDI), a novel method designed to enhance the quality of input data by efficiently handling missing values. Our approach employs the Random Missing Value (RMV) algorithm to simulate missing data, enabling thorough testing and comparison of various imputation techniques. The DMDI method integrates a stacked denoising autoencoder with Gradient Boosting to improve imputation accuracy. We evaluated the effectiveness of our approach through three experimental phases: generating missing data, imputing missing values, and assessing imputation models. Using the NSL-KDD and UNSW-NB15 datasets, our results demonstrate significant improvements in the performance of five different classifiers (SVM, KNN, Logistic Regression, Decision Tree, and Random Forest) after imputation. On average, our method achieved accuracy improvements ranging from 0.95 to 0.97 across these classifiers compared to baseline imputation methods. Detailed analysis using Python 3 validates our findings, demonstrating enhanced model performance and robustness. This study underscores the necessity of precise missing data imputation for enhancing deep learning tasks, particularly in anomaly detection systems. It provides a reliable solution for managing missing data in IDS datasets. © 2024","Autoencoder; Gradient Boosting; Intrusion detection; Machine learning; Missing data Imputation; Neural Networks","","Article","Scopus"
"Fan Q.; Li X.; Wang P.; Jin X.; Yao S.; Miao S.; An M.; Zhao Y.","Fan, Qiyuan (58489428000); Li, Xue (58862056400); Wang, Puming (57188640245); Jin, Xin (56991832300); Yao, Shaowen (24473851600); Miao, Shengfa (54399018500); An, Min (58489251500); Zhao, Yuqing (59285641900)","58489428000; 58862056400; 57188640245; 56991832300; 24473851600; 54399018500; 58489251500; 59285641900","IDAD: An improved tensor train based distributed DDoS attack detection framework and its application in complex networks","Future Generation Computer Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201685098&doi=10.1016%2fj.future.2024.07.049&partnerID=40&md5=7558bba60ba82a63989ec5d805ab87ad","With the vigorous development of Internet technology, the scale of systems in the network has increased sharply, which provides a great opportunity for potential attacks, especially the Distributed Denial of Service (DDoS) attack. In this case, detecting DDoS attacks is critical to system security. However, current detection methods exhibit limitations, leading to compromises in accuracy and efficiency. To cope with it, three key strategies are implemented in this paper: (i) Using tensors to model large-scale and heterogeneous data in complex networks; (ii) Proposing a denoising algorithm based on the improved and distributed tensor train (IDTT) decomposition, which optimizes the tensor train(TT) decomposition in terms of parallel computation and low-rank estimation; (iii) Combining (i), (ii) and Light Gradient Boosting Machine (LightGBM) classification model, an efficient DDoS attack detection framework is proposed. Datasets CIC-DDoS2019 and NSL-KDD are used to evaluate the framework, and results demonstrate that accuracy can reach 99.19% while having the characteristics of low storage consumption and well speedup ratio. © 2024","DDoS attack detection; Distributed computing; Machine learning; System storage efficiency; Tensor train decomposition","Adaptive boosting; Denial-of-service attack; Static random access storage; Storage efficiency; Attack detection; Denialof- service attacks; Detection framework; Distributed denial of service; Distributed denial of service attack detection; Machine-learning; Storage efficiency; System storage efficiency; Tensor train decomposition; Tensor trains; Tensors","Article","Scopus"
"Aboy M.; Minssen T.; Vayena E.","Aboy, Mateo (7003563574); Minssen, Timo (23100333700); Vayena, Effy (6507718293)","7003563574; 23100333700; 6507718293","Navigating the EU AI Act: implications for regulated digital medical products","npj Digital Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203432711&doi=10.1038%2fs41746-024-01232-3&partnerID=40&md5=8d8c0a770668ba65100926dcb91cd5ec","The newly adopted EU AI Act represents a pivotal milestone that heralds a new era of AI regulation across industries. With its broad territorial scope and applicability, this comprehensive legislation establishes stringent requirements for AI systems. In this article, we analyze the AI Act’s impact on digital medical products, such as medical devices: How does the AI Act apply to AI/ML-enabled medical devices? How are they classified? What are the compliance requirements? And, what are the obligations of ‘providers’ of these AI systems? After addressing these foundational questions, we discuss the AI Act’s broader implications for the future of regulated digital medical products. © The Author(s) 2024.","","AI systems; Classifieds; Medical Devices; Medical products; Stringent requirement; article; diagnosis; European Union; human; machine learning; Biomedical equipment","Article","Scopus"
